"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","4987069","123","2493534"
"1","организацию антивирусной защиты","1017060","267","339020"
"1","решения касающиеся сетевой безопасности и отражения угроз","4079764","88","1359921"
"1","организация систем видеонаблюдения","2827849","74","942616"
"1","построение и обслуживание структурированных кабельных систем (СКС)","7505684","363","3752842"
"1","создание и поддержка интеллектуальных медиасистем","2972474","207","990824"
"1","телефония","9718431","28","4859215"
"1","создание виртуального офиса","598750","95","199583"
"1","организация резервного копирования","3560101","17","1186700"
"1","администрирование сетей и серверов","9356380","364","4678190"
"1","техническая поддержка рабочих станций и ИТ сервисов","1926892","278","963446"
"1","веб-разработка","9901622","85","3300540"
"1","создание мобильных систем","4891874","317","2445937"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1939801","217","969900"
"1","организацию антивирусной защиты","4541707","237","1513902"
"1","решения касающиеся сетевой безопасности и отражения угроз","2900313","126","1450156"
"1","организация систем видеонаблюдения","6065664","288","3032832"
"1","построение и обслуживание структурированных кабельных систем (СКС)","3526767","320","1763383"
"1","создание и поддержка интеллектуальных медиасистем","452466","111","226233"
"1","телефония","4707234","265","1569078"
"1","создание виртуального офиса","2711912","209","1355956"
"1","организация резервного копирования","6408126","236","2136042"
"1","администрирование сетей и серверов","8919715","124","4459857"
"1","техническая поддержка рабочих станций и ИТ сервисов","6258111","41","3129055"
"1","веб-разработка","863498","45","287832"
"1","создание мобильных систем","1173711","113","586855"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","5713129","184","2856564"
"1","организацию антивирусной защиты","5586276","177","2793138"
"1","решения касающиеся сетевой безопасности и отражения угроз","8470514","36","2823504"
"1","организация систем видеонаблюдения","8784283","307","4392141"
"1","построение и обслуживание структурированных кабельных систем (СКС)","6951617","328","2317205"
"1","создание и поддержка интеллектуальных медиасистем","3584780","154","1792390"
"1","телефония","6884531","276","3442265"
"1","создание виртуального офиса","4440633","57","2220316"
"1","организация резервного копирования","9673590","363","3224530"
"1","администрирование сетей и серверов","5988942","248","2994471"
"1","техническая поддержка рабочих станций и ИТ сервисов","4630495","221","1543498"
"1","веб-разработка","5584295","244","1861431"
"1","создание мобильных систем","9433316","184","3144438"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","9018168","147","3006056"
"1","организацию антивирусной защиты","1789048","20","894524"
"1","решения касающиеся сетевой безопасности и отражения угроз","2738675","320","1369337"
"1","организация систем видеонаблюдения","8106494","245","2702164"
"1","построение и обслуживание структурированных кабельных систем (СКС)","1694506","200","847253"
"1","создание и поддержка интеллектуальных медиасистем","2615169","190","871723"
"1","телефония","9650151","362","4825075"
"1","создание виртуального офиса","8815051","262","4407525"
"1","организация резервного копирования","8929969","231","2976656"
"1","администрирование сетей и серверов","2371150","144","790383"
"1","техническая поддержка рабочих станций и ИТ сервисов","7996592","322","3998296"
"1","веб-разработка","5279787","137","1759929"
"1","создание мобильных систем","9483774","46","3161258"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","673595","158","224531"
"1","организацию антивирусной защиты","4950473","249","2475236"
"1","решения касающиеся сетевой безопасности и отражения угроз","9543768","122","3181256"
"1","организация систем видеонаблюдения","9021283","66","3007094"
"1","построение и обслуживание структурированных кабельных систем (СКС)","8592568","158","4296284"
"1","создание и поддержка интеллектуальных медиасистем","8006505","38","2668835"
"1","телефония","8142504","108","2714168"
"1","создание виртуального офиса","4142121","328","1380707"
"1","организация резервного копирования","9564033","184","4782016"
"1","администрирование сетей и серверов","1013349","297","337783"
"1","техническая поддержка рабочих станций и ИТ сервисов","5537422","21","1845807"
"1","веб-разработка","4103537","296","2051768"
"1","создание мобильных систем","3028683","272","1009561"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","6979171","330","3489585"
"1","организацию антивирусной защиты","757920","67","252640"
"1","решения касающиеся сетевой безопасности и отражения угроз","9022117","195","4511058"
"1","организация систем видеонаблюдения","9011258","322","3003752"
"1","построение и обслуживание структурированных кабельных систем (СКС)","163516","275","54505"
"1","создание и поддержка интеллектуальных медиасистем","5703923","188","1901307"
"1","телефония","643738","23","214579"
"1","создание виртуального офиса","9509008","110","4754504"
"1","организация резервного копирования","4601805","140","1533935"
"1","администрирование сетей и серверов","7737250","130","2579083"
"1","техническая поддержка рабочих станций и ИТ сервисов","579365","218","289682"
"1","веб-разработка","1362913","143","454304"
"1","создание мобильных систем","4235643","23","1411881"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","7880974","213","3940487"
"1","организацию антивирусной защиты","1555447","134","518482"
"1","решения касающиеся сетевой безопасности и отражения угроз","4282658","165","1427552"
"1","организация систем видеонаблюдения","6010400","213","2003466"
"1","построение и обслуживание структурированных кабельных систем (СКС)","597567","177","199189"
"1","создание и поддержка интеллектуальных медиасистем","9749302","75","4874651"
"1","телефония","5424575","350","1808191"
"1","создание виртуального офиса","9184182","205","3061394"
"1","организация резервного копирования","8240297","242","2746765"
"1","администрирование сетей и серверов","8446393","162","4223196"
"1","техническая поддержка рабочих станций и ИТ сервисов","2747723","349","1373861"
"1","веб-разработка","2491455","227","1245727"
"1","создание мобильных систем","1367274","353","455758"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","6258175","104","3129087"
"1","организацию антивирусной защиты","2104018","247","1052009"
"1","решения касающиеся сетевой безопасности и отражения угроз","7601935","271","2533978"
"1","организация систем видеонаблюдения","3651759","16","1217253"
"1","построение и обслуживание структурированных кабельных систем (СКС)","4157453","217","2078726"
"1","создание и поддержка интеллектуальных медиасистем","3225547","114","1075182"
"1","телефония","8093718","175","2697906"
"1","создание виртуального офиса","8123958","307","2707986"
"1","организация резервного копирования","395362","46","131787"
"1","администрирование сетей и серверов","2400041","338","800013"
"1","техническая поддержка рабочих станций и ИТ сервисов","7971982","102","3985991"
"1","веб-разработка","6815247","300","2271749"
"1","создание мобильных систем","7856537","322","3928268"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","7856177","107","3928088"
"1","организацию антивирусной защиты","2041981","228","680660"
"1","решения касающиеся сетевой безопасности и отражения угроз","8630043","55","2876681"
"1","организация систем видеонаблюдения","7788315","173","3894157"
"1","построение и обслуживание структурированных кабельных систем (СКС)","3445445","270","1722722"
"1","создание и поддержка интеллектуальных медиасистем","6113607","205","3056803"
"1","телефония","7445111","21","2481703"
"1","создание виртуального офиса","118110","210","59055"
"1","организация резервного копирования","9918399","98","3306133"
"1","администрирование сетей и серверов","4790164","169","1596721"
"1","техническая поддержка рабочих станций и ИТ сервисов","6692946","347","2230982"
"1","веб-разработка","4272925","190","1424308"
"1","создание мобильных систем","1048954","199","524477"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","4137145","162","2068572"
"1","организацию антивирусной защиты","490937","249","245468"
"1","решения касающиеся сетевой безопасности и отражения угроз","9852885","107","4926442"
"1","организация систем видеонаблюдения","4686985","322","1562328"
"1","построение и обслуживание структурированных кабельных систем (СКС)","4067686","35","1355895"
"1","создание и поддержка интеллектуальных медиасистем","9531059","320","4765529"
"1","телефония","3960538","149","1320179"
"1","создание виртуального офиса","150763","279","50254"
"1","организация резервного копирования","8819915","284","4409957"
"1","администрирование сетей и серверов","5080968","26","2540484"
"1","техническая поддержка рабочих станций и ИТ сервисов","3953332","120","1976666"
"1","веб-разработка","9210422","79","3070140"
"1","создание мобильных систем","8090280","256","2696760"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","3745854","92","1248618"
"1","организацию антивирусной защиты","9902713","269","4951356"
"1","решения касающиеся сетевой безопасности и отражения угроз","6054352","305","2018117"
"1","организация систем видеонаблюдения","6129135","349","3064567"
"1","построение и обслуживание структурированных кабельных систем (СКС)","5381403","339","1793801"
"1","создание и поддержка интеллектуальных медиасистем","7601576","321","3800788"
"1","телефония","5989789","114","1996596"
"1","создание виртуального офиса","4769976","170","2384988"
"1","организация резервного копирования","2750990","194","916996"
"1","администрирование сетей и серверов","7372063","237","3686031"
"1","техническая поддержка рабочих станций и ИТ сервисов","1811827","116","905913"
"1","веб-разработка","6069281","295","3034640"
"1","создание мобильных систем","3034473","235","1011491"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","2984826","159","1492413"
"1","организацию антивирусной защиты","6139145","247","2046381"
"1","решения касающиеся сетевой безопасности и отражения угроз","9997824","95","4998912"
"1","организация систем видеонаблюдения","3633191","169","1816595"
"1","построение и обслуживание структурированных кабельных систем (СКС)","9320713","45","4660356"
"1","создание и поддержка интеллектуальных медиасистем","2785614","90","1392807"
"1","телефония","1451655","293","725827"
"1","создание виртуального офиса","2512203","55","837401"
"1","организация резервного копирования","7616684","118","2538894"
"1","администрирование сетей и серверов","4482645","297","1494215"
"1","техническая поддержка рабочих станций и ИТ сервисов","6573842","97","2191280"
"1","веб-разработка","251753","46","125876"
"1","создание мобильных систем","5939758","244","1979919"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1461838","340","487279"
"1","организацию антивирусной защиты","6867855","157","2289285"
"1","решения касающиеся сетевой безопасности и отражения угроз","9649469","252","3216489"
"1","организация систем видеонаблюдения","8124731","292","2708243"
"1","построение и обслуживание структурированных кабельных систем (СКС)","4881168","57","1627056"
"1","создание и поддержка интеллектуальных медиасистем","4484619","18","2242309"
"1","телефония","5695929","65","2847964"
"1","создание виртуального офиса","433470","362","144490"
"1","организация резервного копирования","9675987","211","3225329"
"1","администрирование сетей и серверов","6187029","92","2062343"
"1","техническая поддержка рабочих станций и ИТ сервисов","2656029","115","1328014"
"1","веб-разработка","5726140","19","1908713"
"1","создание мобильных систем","171930","196","57310"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","6389297","274","2129765"
"1","организацию антивирусной защиты","6345695","331","2115231"
"1","решения касающиеся сетевой безопасности и отражения угроз","6505159","281","3252579"
"1","организация систем видеонаблюдения","5706861","340","2853430"
"1","построение и обслуживание структурированных кабельных систем (СКС)","3852668","104","1926334"
"1","создание и поддержка интеллектуальных медиасистем","5502282","19","1834094"
"1","телефония","8662496","282","2887498"
"1","создание виртуального офиса","4459845","152","2229922"
"1","организация резервного копирования","6263767","188","2087922"
"1","администрирование сетей и серверов","4402338","251","1467446"
"1","техническая поддержка рабочих станций и ИТ сервисов","8737516","267","2912505"
"1","веб-разработка","4830528","21","1610176"
"1","создание мобильных систем","1147282","142","573641"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","6077925","182","2025975"
"1","организацию антивирусной защиты","2785426","60","928475"
"1","решения касающиеся сетевой безопасности и отражения угроз","5795252","322","2897626"
"1","организация систем видеонаблюдения","4400278","247","1466759"
"1","построение и обслуживание структурированных кабельных систем (СКС)","9477677","266","4738838"
"1","создание и поддержка интеллектуальных медиасистем","4437198","185","2218599"
"1","телефония","4564896","93","2282448"
"1","создание виртуального офиса","7043150","153","3521575"
"1","организация резервного копирования","7259699","296","3629849"
"1","администрирование сетей и серверов","6895669","30","3447834"
"1","техническая поддержка рабочих станций и ИТ сервисов","136190","291","45396"
"1","веб-разработка","1867923","29","622641"
"1","создание мобильных систем","9289133","123","4644566"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","843909","160","421954"
"1","организацию антивирусной защиты","5246837","274","1748945"
"1","решения касающиеся сетевой безопасности и отражения угроз","1309299","133","436433"
"1","организация систем видеонаблюдения","740568","145","370284"
"1","построение и обслуживание структурированных кабельных систем (СКС)","9163656","356","3054552"
"1","создание и поддержка интеллектуальных медиасистем","3428606","174","1714303"
"1","телефония","4891697","107","1630565"
"1","создание виртуального офиса","1481702","147","493900"
"1","организация резервного копирования","9062424","226","3020808"
"1","администрирование сетей и серверов","8420172","209","4210086"
"1","техническая поддержка рабочих станций и ИТ сервисов","6474940","177","3237470"
"1","веб-разработка","655523","48","327761"
"1","создание мобильных систем","3216725","357","1072241"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","7781422","190","3890711"
"1","организацию антивирусной защиты","9199592","118","3066530"
"1","решения касающиеся сетевой безопасности и отражения угроз","7882076","129","3941038"
"1","организация систем видеонаблюдения","8159763","333","2719921"
"1","построение и обслуживание структурированных кабельных систем (СКС)","9909584","121","4954792"
"1","создание и поддержка интеллектуальных медиасистем","3326826","43","1108942"
"1","телефония","8073657","253","4036828"
"1","создание виртуального офиса","3140425","226","1046808"
"1","организация резервного копирования","5284647","271","1761549"
"1","администрирование сетей и серверов","2486246","15","828748"
"1","техническая поддержка рабочих станций и ИТ сервисов","8796560","334","2932186"
"1","веб-разработка","535685","65","178561"
"1","создание мобильных систем","8136317","81","2712105"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","4269004","78","1423001"
"1","организацию антивирусной защиты","2354422","233","1177211"
"1","решения касающиеся сетевой безопасности и отражения угроз","2526243","148","842081"
"1","организация систем видеонаблюдения","927734","303","309244"
"1","построение и обслуживание структурированных кабельных систем (СКС)","2005438","218","1002719"
"1","создание и поддержка интеллектуальных медиасистем","6616706","86","3308353"
"1","телефония","9054427","339","3018142"
"1","создание виртуального офиса","2763229","29","921076"
"1","организация резервного копирования","3255536","127","1627768"
"1","администрирование сетей и серверов","4303040","43","1434346"
"1","техническая поддержка рабочих станций и ИТ сервисов","3824149","198","1912074"
"1","веб-разработка","3495984","168","1165328"
"1","создание мобильных систем","1235400","60","617700"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1930767","222","965383"
"1","организацию антивирусной защиты","5981272","268","1993757"
"1","решения касающиеся сетевой безопасности и отражения угроз","3650246","87","1825123"
"1","организация систем видеонаблюдения","8923237","37","4461618"
"1","построение и обслуживание структурированных кабельных систем (СКС)","9300504","52","3100168"
"1","создание и поддержка интеллектуальных медиасистем","355616","261","177808"
"1","телефония","2964505","287","1482252"
"1","создание виртуального офиса","5577788","134","1859262"
"1","организация резервного копирования","8673579","201","2891193"
"1","администрирование сетей и серверов","4927597","250","2463798"
"1","техническая поддержка рабочих станций и ИТ сервисов","8177267","362","2725755"
"1","веб-разработка","871294","351","290431"
"1","создание мобильных систем","385495","31","128498"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","7646936","115","2548978"
"1","организацию антивирусной защиты","614713","89","204904"
"1","решения касающиеся сетевой безопасности и отражения угроз","1394613","162","697306"
"1","организация систем видеонаблюдения","9069542","271","4534771"
"1","построение и обслуживание структурированных кабельных систем (СКС)","4239457","267","2119728"
"1","создание и поддержка интеллектуальных медиасистем","1092334","181","364111"
"1","телефония","2335885","253","778628"
"1","создание виртуального офиса","3546515","53","1773257"
"1","организация резервного копирования","1278243","76","426081"
"1","администрирование сетей и серверов","9133254","199","3044418"
"1","техническая поддержка рабочих станций и ИТ сервисов","9276047","128","4638023"
"1","веб-разработка","7720969","299","2573656"
"1","создание мобильных систем","9701833","232","3233944"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","3495656","262","1165218"
"1","организацию антивирусной защиты","7791433","190","2597144"
"1","решения касающиеся сетевой безопасности и отражения угроз","5589113","48","1863037"
"1","организация систем видеонаблюдения","364090","206","182045"
"1","построение и обслуживание структурированных кабельных систем (СКС)","8722046","200","4361023"
"1","создание и поддержка интеллектуальных медиасистем","2338953","147","779651"
"1","телефония","6340535","190","2113511"
"1","создание виртуального офиса","904208","37","301402"
"1","организация резервного копирования","322044","134","161022"
"1","администрирование сетей и серверов","3390152","320","1695076"
"1","техническая поддержка рабочих станций и ИТ сервисов","9460210","19","4730105"
"1","веб-разработка","4328583","287","1442861"
"1","создание мобильных систем","4688619","224","1562873"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","5590787","152","2795393"
"1","организацию антивирусной защиты","1840558","318","920279"
"1","решения касающиеся сетевой безопасности и отражения угроз","836272","364","418136"
"1","организация систем видеонаблюдения","5904241","40","1968080"
"1","построение и обслуживание структурированных кабельных систем (СКС)","2338469","62","1169234"
"1","создание и поддержка интеллектуальных медиасистем","4319136","279","2159568"
"1","телефония","8473029","274","4236514"
"1","создание виртуального офиса","4839967","210","1613322"
"1","организация резервного копирования","7396481","72","3698240"
"1","администрирование сетей и серверов","2101125","221","1050562"
"1","техническая поддержка рабочих станций и ИТ сервисов","4142999","285","1380999"
"1","веб-разработка","9867543","132","3289181"
"1","создание мобильных систем","4601306","126","2300653"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","8094143","274","4047071"
"1","организацию антивирусной защиты","485731","181","242865"
"1","решения касающиеся сетевой безопасности и отражения угроз","4245111","204","1415037"
"1","организация систем видеонаблюдения","2165797","49","721932"
"1","построение и обслуживание структурированных кабельных систем (СКС)","7878222","291","3939111"
"1","создание и поддержка интеллектуальных медиасистем","9838147","342","4919073"
"1","телефония","3874790","144","1291596"
"1","создание виртуального офиса","1924518","332","641506"
"1","организация резервного копирования","9675782","175","3225260"
"1","администрирование сетей и серверов","5778624","283","1926208"
"1","техническая поддержка рабочих станций и ИТ сервисов","8021114","208","4010557"
"1","веб-разработка","3680792","75","1226930"
"1","создание мобильных систем","3549298","233","1774649"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","5653381","219","2826690"
"1","организацию антивирусной защиты","6517156","56","2172385"
"1","решения касающиеся сетевой безопасности и отражения угроз","1075593","43","358531"
"1","организация систем видеонаблюдения","829382","186","414691"
"1","построение и обслуживание структурированных кабельных систем (СКС)","9777200","99","4888600"
"1","создание и поддержка интеллектуальных медиасистем","6128217","107","2042739"
"1","телефония","7531873","285","3765936"
"1","создание виртуального офиса","7348537","192","3674268"
"1","организация резервного копирования","8166401","78","4083200"
"1","администрирование сетей и серверов","7520125","302","2506708"
"1","техническая поддержка рабочих станций и ИТ сервисов","1748995","250","874497"
"1","веб-разработка","213287","259","71095"
"1","создание мобильных систем","8228469","343","2742823"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","7892366","324","3946183"
"1","организацию антивирусной защиты","3859947","141","1286649"
"1","решения касающиеся сетевой безопасности и отражения угроз","4619937","333","1539979"
"1","организация систем видеонаблюдения","6908300","322","3454150"
"1","построение и обслуживание структурированных кабельных систем (СКС)","4400650","17","2200325"
"1","создание и поддержка интеллектуальных медиасистем","1694072","174","564690"
"1","телефония","5400207","41","1800069"
"1","создание виртуального офиса","269446","160","134723"
"1","организация резервного копирования","322206","62","161103"
"1","администрирование сетей и серверов","3299235","219","1649617"
"1","техническая поддержка рабочих станций и ИТ сервисов","5994404","235","2997202"
"1","веб-разработка","7038732","278","3519366"
"1","создание мобильных систем","9830349","46","4915174"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","2144941","154","1072470"
"1","организацию антивирусной защиты","3275708","78","1091902"
"1","решения касающиеся сетевой безопасности и отражения угроз","6605611","111","3302805"
"1","организация систем видеонаблюдения","4961369","129","1653789"
"1","построение и обслуживание структурированных кабельных систем (СКС)","5447896","152","1815965"
"1","создание и поддержка интеллектуальных медиасистем","2296117","267","765372"
"1","телефония","8093531","184","2697843"
"1","создание виртуального офиса","9166097","318","3055365"
"1","организация резервного копирования","5230572","213","2615286"
"1","администрирование сетей и серверов","9014278","83","3004759"
"1","техническая поддержка рабочих станций и ИТ сервисов","1840477","146","613492"
"1","веб-разработка","128854","93","42951"
"1","создание мобильных систем","9582969","189","3194323"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1697312","122","848656"
"1","организацию антивирусной защиты","9007940","268","3002646"
"1","решения касающиеся сетевой безопасности и отражения угроз","4532939","179","2266469"
"1","организация систем видеонаблюдения","3911740","193","1955870"
"1","построение и обслуживание структурированных кабельных систем (СКС)","3591808","230","1197269"
"1","создание и поддержка интеллектуальных медиасистем","7324011","94","2441337"
"1","телефония","3350458","92","1116819"
"1","создание виртуального офиса","8286106","48","4143053"
"1","организация резервного копирования","4293774","59","1431258"
"1","администрирование сетей и серверов","8720356","220","2906785"
"1","техническая поддержка рабочих станций и ИТ сервисов","4383069","362","1461023"
"1","веб-разработка","3134793","88","1567396"
"1","создание мобильных систем","8531606","105","4265803"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","3935376","209","1967688"
"1","организацию антивирусной защиты","6336655","221","3168327"
"1","решения касающиеся сетевой безопасности и отражения угроз","7735726","240","2578575"
"1","организация систем видеонаблюдения","4516065","38","1505355"
"1","построение и обслуживание структурированных кабельных систем (СКС)","9109802","217","3036600"
"1","создание и поддержка интеллектуальных медиасистем","794192","307","397096"
"1","телефония","7249729","130","3624864"
"1","создание виртуального офиса","4446382","88","2223191"
"1","организация резервного копирования","5997597","210","2998798"
"1","администрирование сетей и серверов","2400238","73","1200119"
"1","техническая поддержка рабочих станций и ИТ сервисов","1683597","171","561199"
"1","веб-разработка","5905650","94","2952825"
"1","создание мобильных систем","6765590","209","3382795"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","6903415","23","3451707"
"1","организацию антивирусной защиты","5522772","117","1840924"
"1","решения касающиеся сетевой безопасности и отражения угроз","1211465","28","605732"
"1","организация систем видеонаблюдения","6082133","271","2027377"
"1","построение и обслуживание структурированных кабельных систем (СКС)","6440216","211","3220108"
"1","создание и поддержка интеллектуальных медиасистем","6534736","181","2178245"
"1","телефония","8827799","235","4413899"
"1","создание виртуального офиса","6422877","143","2140959"
"1","организация резервного копирования","212016","138","106008"
"1","администрирование сетей и серверов","6868755","73","3434377"
"1","техническая поддержка рабочих станций и ИТ сервисов","586752","220","293376"
"1","веб-разработка","2926603","303","1463301"
"1","создание мобильных систем","3706966","65","1235655"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","4575856","132","1525285"
"1","организацию антивирусной защиты","3321024","27","1107008"
"1","решения касающиеся сетевой безопасности и отражения угроз","1284035","36","428011"
"1","организация систем видеонаблюдения","7988643","81","3994321"
"1","построение и обслуживание структурированных кабельных систем (СКС)","4778386","236","1592795"
"1","создание и поддержка интеллектуальных медиасистем","7767017","18","3883508"
"1","телефония","3723045","349","1861522"
"1","создание виртуального офиса","1451230","92","725615"
"1","организация резервного копирования","3904586","34","1301528"
"1","администрирование сетей и серверов","5467031","309","2733515"
"1","техническая поддержка рабочих станций и ИТ сервисов","6606303","163","3303151"
"1","веб-разработка","7822915","363","2607638"
"1","создание мобильных систем","5364486","121","2682243"
