"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"2469142237839591980","организацию антивирусной защиты","7384593","220","2461531"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8377741","113","4188870"
"-3680269178049521279","организация систем видеонаблюдения","2111759","150","703919"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","2792732","57","930910"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","1870484","221","935242"
"251320525167778322","телефония","8812862","265","4406431"
"-4590959470529102714","создание виртуального офиса","4086825","342","2043412"
"-6289304117607109823","организация резервного копирования","4697436","216","2348718"
"2965058785176708706","администрирование сетей и серверов","8465943","265","4232971"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","9574078","201","4787039"
"2994302052304582332","веб-разработка","107472","97","35824"
"-2038546902307346515","создание мобильных систем","6158555","247","2052851"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","5532405","29","1844135"
"2469142237839591980","организацию антивирусной защиты","8043249","164","2681083"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","1355259","139","451753"
"-3680269178049521279","организация систем видеонаблюдения","9339274","99","4669637"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","8177925","353","2725975"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","5481806","32","1827268"
"251320525167778322","телефония","7797714","83","3898857"
"-4590959470529102714","создание виртуального офиса","1564320","239","521440"
"-6289304117607109823","организация резервного копирования","8910887","174","4455443"
"2965058785176708706","администрирование сетей и серверов","5363142","110","2681571"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","1130924","206","565462"
"2994302052304582332","веб-разработка","4207151","344","1402383"
"-2038546902307346515","создание мобильных систем","1835737","248","611912"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","5886260","259","2943130"
"2469142237839591980","организацию антивирусной защиты","9813427","134","4906713"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","4714178","230","1571392"
"-3680269178049521279","организация систем видеонаблюдения","880169","203","440084"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","3837410","143","1918705"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","2847205","261","949068"
"251320525167778322","телефония","779445","347","259815"
"-4590959470529102714","создание виртуального офиса","4069925","150","2034962"
"-6289304117607109823","организация резервного копирования","3009461","215","1003153"
"2965058785176708706","администрирование сетей и серверов","4635124","96","1545041"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","3923601","283","1961800"
"2994302052304582332","веб-разработка","6956558","112","3478279"
"-2038546902307346515","создание мобильных систем","4012535","126","1337511"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","5750765","109","2875382"
"2469142237839591980","организацию антивирусной защиты","6587619","354","3293809"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","1902923","176","951461"
"-3680269178049521279","организация систем видеонаблюдения","8969055","46","2989685"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","5244182","114","1748060"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","6211895","29","3105947"
"251320525167778322","телефония","6623706","64","3311853"
"-4590959470529102714","создание виртуального офиса","4984031","31","2492015"
"-6289304117607109823","организация резервного копирования","3964335","179","1321445"
"2965058785176708706","администрирование сетей и серверов","9954774","186","3318258"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","9158337","143","4579168"
"2994302052304582332","веб-разработка","423786","247","211893"
"-2038546902307346515","создание мобильных систем","4913339","62","2456669"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","3962649","102","1981324"
"2469142237839591980","организацию антивирусной защиты","8120739","111","4060369"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","6172736","237","2057578"
"-3680269178049521279","организация систем видеонаблюдения","9812153","153","4906076"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","614473","238","204824"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","8757358","324","2919119"
"251320525167778322","телефония","6521527","210","2173842"
"-4590959470529102714","создание виртуального офиса","9287242","111","3095747"
"-6289304117607109823","организация резервного копирования","2366165","151","1183082"
"2965058785176708706","администрирование сетей и серверов","1272529","361","424176"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7945127","38","3972563"
"2994302052304582332","веб-разработка","2789463","219","1394731"
"-2038546902307346515","создание мобильных систем","4964367","222","1654789"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","3615242","38","1807621"
"2469142237839591980","организацию антивирусной защиты","4939986","38","1646662"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","9897931","168","3299310"
"-3680269178049521279","организация систем видеонаблюдения","1908516","362","954258"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","4907581","294","2453790"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","1451535","249","725767"
"251320525167778322","телефония","8661659","154","2887219"
"-4590959470529102714","создание виртуального офиса","205141","230","68380"
"-6289304117607109823","организация резервного копирования","2932641","315","1466320"
"2965058785176708706","администрирование сетей и серверов","7893202","284","3946601"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","2620167","161","1310083"
"2994302052304582332","веб-разработка","3909846","232","1303282"
"-2038546902307346515","создание мобильных систем","3752309","80","1250769"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","9537369","335","3179123"
"2469142237839591980","организацию антивирусной защиты","3903096","337","1301032"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8006467","200","2668822"
"-3680269178049521279","организация систем видеонаблюдения","5005648","268","1668549"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","2892821","212","1446410"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","4154665","321","1384888"
"251320525167778322","телефония","5505978","192","1835326"
"-4590959470529102714","создание виртуального офиса","8197622","277","4098811"
"-6289304117607109823","организация резервного копирования","7344115","244","3672057"
"2965058785176708706","администрирование сетей и серверов","9143682","349","4571841"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","5489753","78","2744876"
"2994302052304582332","веб-разработка","9656006","327","3218668"
"-2038546902307346515","создание мобильных систем","1313798","243","437932"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","7890239","323","3945119"
"2469142237839591980","организацию антивирусной защиты","5846805","103","1948935"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","9592912","282","3197637"
"-3680269178049521279","организация систем видеонаблюдения","5009075","158","1669691"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","6237647","340","3118823"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","7902996","37","3951498"
"251320525167778322","телефония","1424068","288","712034"
"-4590959470529102714","создание виртуального офиса","8727769","356","4363884"
"-6289304117607109823","организация резервного копирования","4285752","146","1428584"
"2965058785176708706","администрирование сетей и серверов","4438023","173","2219011"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","6009670","343","3004835"
"2994302052304582332","веб-разработка","4600763","174","1533587"
"-2038546902307346515","создание мобильных систем","6573272","294","2191090"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6373960","194","3186980"
"2469142237839591980","организацию антивирусной защиты","3226557","55","1613278"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","3225771","343","1612885"
"-3680269178049521279","организация систем видеонаблюдения","6137159","122","2045719"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","4996908","249","1665636"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","2613322","298","871107"
"251320525167778322","телефония","7308052","247","3654026"
"-4590959470529102714","создание виртуального офиса","8155768","247","2718589"
"-6289304117607109823","организация резервного копирования","6227876","81","2075958"
"2965058785176708706","администрирование сетей и серверов","1446966","49","723483"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","5872164","323","2936082"
"2994302052304582332","веб-разработка","4331774","128","2165887"
"-2038546902307346515","создание мобильных систем","7687350","251","2562450"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","977989","235","488994"
"2469142237839591980","организацию антивирусной защиты","9841332","62","4920666"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","4755659","48","2377829"
"-3680269178049521279","организация систем видеонаблюдения","3715155","199","1238385"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","4503622","227","2251811"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","7615446","44","3807723"
"251320525167778322","телефония","5873972","224","2936986"
"-4590959470529102714","создание виртуального офиса","483157","215","161052"
"-6289304117607109823","организация резервного копирования","2672780","194","890926"
"2965058785176708706","администрирование сетей и серверов","4926266","16","2463133"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","8324464","246","4162232"
"2994302052304582332","веб-разработка","8617783","45","4308891"
"-2038546902307346515","создание мобильных систем","929623","190","464811"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","488285","290","244142"
"2469142237839591980","организацию антивирусной защиты","7320767","143","3660383"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","5255249","68","2627624"
"-3680269178049521279","организация систем видеонаблюдения","782251","320","260750"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","1499854","352","499951"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","9764583","231","4882291"
"251320525167778322","телефония","6209550","325","3104775"
"-4590959470529102714","создание виртуального офиса","7233379","160","2411126"
"-6289304117607109823","организация резервного копирования","9865406","193","3288468"
"2965058785176708706","администрирование сетей и серверов","4035034","65","2017517"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","4287308","16","2143654"
"2994302052304582332","веб-разработка","6382430","294","2127476"
"-2038546902307346515","создание мобильных систем","9047428","52","3015809"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","9454580","281","4727290"
"2469142237839591980","организацию антивирусной защиты","9138159","362","4569079"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8916055","265","4458027"
"-3680269178049521279","организация систем видеонаблюдения","5481290","197","2740645"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","476032","259","238016"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","1655938","166","827969"
"251320525167778322","телефония","6843666","137","3421833"
"-4590959470529102714","создание виртуального офиса","4715223","127","2357611"
"-6289304117607109823","организация резервного копирования","281369","111","93789"
"2965058785176708706","администрирование сетей и серверов","8064107","243","4032053"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7455570","348","2485190"
"2994302052304582332","веб-разработка","3296538","339","1648269"
"-2038546902307346515","создание мобильных систем","9533614","283","4766807"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","8598250","165","4299125"
"2469142237839591980","организацию антивирусной защиты","6033896","278","3016948"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","6290704","271","2096901"
"-3680269178049521279","организация систем видеонаблюдения","1488319","357","744159"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","4074030","285","2037015"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","4083303","114","1361101"
"251320525167778322","телефония","4347314","124","1449104"
"-4590959470529102714","создание виртуального офиса","3095300","27","1031766"
"-6289304117607109823","организация резервного копирования","918740","329","459370"
"2965058785176708706","администрирование сетей и серверов","2948338","313","982779"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7822110","227","3911055"
"2994302052304582332","веб-разработка","2034221","209","678073"
"-2038546902307346515","создание мобильных систем","3378140","309","1126046"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","4672886","196","2336443"
"2469142237839591980","организацию антивирусной защиты","5295039","216","2647519"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","9123140","253","3041046"
"-3680269178049521279","организация систем видеонаблюдения","7552138","284","2517379"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","2074004","311","1037002"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","1098332","103","549166"
"251320525167778322","телефония","1880815","114","626938"
"-4590959470529102714","создание виртуального офиса","6014998","270","3007499"
"-6289304117607109823","организация резервного копирования","5577718","243","2788859"
"2965058785176708706","администрирование сетей и серверов","8982107","65","2994035"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","3528849","300","1176283"
"2994302052304582332","веб-разработка","1980017","179","660005"
"-2038546902307346515","создание мобильных систем","2736739","210","1368369"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6721872","91","3360936"
"2469142237839591980","организацию антивирусной защиты","6173936","63","2057978"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","7250421","96","2416807"
"-3680269178049521279","организация систем видеонаблюдения","4641486","245","2320743"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","1040294","131","346764"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","3186769","24","1062256"
"251320525167778322","телефония","852391","307","284130"
"-4590959470529102714","создание виртуального офиса","5510665","143","1836888"
"-6289304117607109823","организация резервного копирования","5040552","252","1680184"
"2965058785176708706","администрирование сетей и серверов","6825375","250","2275125"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7492939","315","3746469"
"2994302052304582332","веб-разработка","1528407","34","509469"
"-2038546902307346515","создание мобильных систем","3991820","264","1995910"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","8118571","105","2706190"
"2469142237839591980","организацию антивирусной защиты","6722724","93","3361362"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","596766","225","298383"
"-3680269178049521279","организация систем видеонаблюдения","6807420","94","3403710"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","8293133","88","2764377"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","476519","131","158839"
"251320525167778322","телефония","3146683","194","1573341"
"-4590959470529102714","создание виртуального офиса","3950595","286","1975297"
"-6289304117607109823","организация резервного копирования","2221929","345","1110964"
"2965058785176708706","администрирование сетей и серверов","6188346","279","2062782"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","2381360","83","1190680"
"2994302052304582332","веб-разработка","8838129","256","4419064"
"-2038546902307346515","создание мобильных систем","219693","192","73231"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6447119","80","2149039"
"2469142237839591980","организацию антивирусной защиты","8551737","340","2850579"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","5884491","251","1961497"
"-3680269178049521279","организация систем видеонаблюдения","4796343","60","2398171"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","4983543","123","1661181"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","4055548","75","2027774"
"251320525167778322","телефония","2798226","121","1399113"
"-4590959470529102714","создание виртуального офиса","3808531","105","1269510"
"-6289304117607109823","организация резервного копирования","1014181","332","338060"
"2965058785176708706","администрирование сетей и серверов","4251518","212","1417172"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","6500686","197","2166895"
"2994302052304582332","веб-разработка","4733505","222","2366752"
"-2038546902307346515","создание мобильных систем","4319008","349","1439669"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","1539986","240","513328"
"2469142237839591980","организацию антивирусной защиты","4472438","89","1490812"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8177045","19","4088522"
"-3680269178049521279","организация систем видеонаблюдения","7820867","214","3910433"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","9866348","123","4933174"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","2892959","361","964319"
"251320525167778322","телефония","4447416","243","2223708"
"-4590959470529102714","создание виртуального офиса","3647413","246","1823706"
"-6289304117607109823","организация резервного копирования","7465652","208","2488550"
"2965058785176708706","администрирование сетей и серверов","6772319","289","2257439"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","9077196","37","4538598"
"2994302052304582332","веб-разработка","3686817","34","1843408"
"-2038546902307346515","создание мобильных систем","5078774","288","1692924"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","5477468","226","2738734"
"2469142237839591980","организацию антивирусной защиты","3713325","29","1237775"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","2496945","213","1248472"
"-3680269178049521279","организация систем видеонаблюдения","7100726","204","2366908"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","1990614","176","995307"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","3001459","219","1000486"
"251320525167778322","телефония","5940940","282","2970470"
"-4590959470529102714","создание виртуального офиса","4054913","65","1351637"
"-6289304117607109823","организация резервного копирования","4980398","215","1660132"
"2965058785176708706","администрирование сетей и серверов","1060756","301","353585"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7554761","90","2518253"
"2994302052304582332","веб-разработка","2259167","205","753055"
"-2038546902307346515","создание мобильных систем","4667506","190","1555835"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","9540838","147","4770419"
"2469142237839591980","организацию антивирусной защиты","2375534","137","1187767"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","4132101","89","1377367"
"-3680269178049521279","организация систем видеонаблюдения","5096710","248","2548355"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","7361442","35","2453814"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","5224266","129","1741422"
"251320525167778322","телефония","207623","110","103811"
"-4590959470529102714","создание виртуального офиса","2281072","126","760357"
"-6289304117607109823","организация резервного копирования","8029316","27","2676438"
"2965058785176708706","администрирование сетей и серверов","1652555","21","826277"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7871626","74","2623875"
"2994302052304582332","веб-разработка","9943039","35","3314346"
"-2038546902307346515","создание мобильных систем","7597519","199","2532506"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","1634012","190","817006"
"2469142237839591980","организацию антивирусной защиты","2617815","179","1308907"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","2122617","353","707539"
"-3680269178049521279","организация систем видеонаблюдения","1072526","255","536263"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","6770111","169","2256703"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","6909547","336","3454773"
"251320525167778322","телефония","4307168","122","2153584"
"-4590959470529102714","создание виртуального офиса","8601397","229","2867132"
"-6289304117607109823","организация резервного копирования","8359427","213","2786475"
"2965058785176708706","администрирование сетей и серверов","3502763","190","1751381"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","6221569","183","2073856"
"2994302052304582332","веб-разработка","425221","152","212610"
"-2038546902307346515","создание мобильных систем","7476034","23","2492011"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","644565","261","214855"
"2469142237839591980","организацию антивирусной защиты","2328249","207","1164124"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","4057774","180","2028887"
"-3680269178049521279","организация систем видеонаблюдения","9112058","93","4556029"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","8381938","193","2793979"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","5585411","290","1861803"
"251320525167778322","телефония","4951023","209","2475511"
"-4590959470529102714","создание виртуального офиса","3227142","165","1613571"
"-6289304117607109823","организация резервного копирования","1360776","298","453592"
"2965058785176708706","администрирование сетей и серверов","6683266","134","3341633"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7384889","41","3692444"
"2994302052304582332","веб-разработка","6372152","77","2124050"
"-2038546902307346515","создание мобильных систем","9994796","78","4997398"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","7849640","65","2616546"
"2469142237839591980","организацию антивирусной защиты","9212913","360","3070971"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","6726901","212","3363450"
"-3680269178049521279","организация систем видеонаблюдения","5633876","283","2816938"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","4548257","112","1516085"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","1371316","213","457105"
"251320525167778322","телефония","820589","231","273529"
"-4590959470529102714","создание виртуального офиса","3915403","17","1305134"
"-6289304117607109823","организация резервного копирования","6628703","19","2209567"
"2965058785176708706","администрирование сетей и серверов","5193430","315","2596715"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7520533","302","3760266"
"2994302052304582332","веб-разработка","6813917","282","3406958"
"-2038546902307346515","создание мобильных систем","901602","315","300534"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","1814467","286","604822"
"2469142237839591980","организацию антивирусной защиты","3790691","226","1895345"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","3455090","304","1727545"
"-3680269178049521279","организация систем видеонаблюдения","5366691","165","1788897"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","270886","52","90295"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","5263781","114","1754593"
"251320525167778322","телефония","8127288","79","4063644"
"-4590959470529102714","создание виртуального офиса","2713054","148","1356527"
"-6289304117607109823","организация резервного копирования","9161544","206","4580772"
"2965058785176708706","администрирование сетей и серверов","7190911","108","3595455"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","9207416","111","3069138"
"2994302052304582332","веб-разработка","2536250","276","845416"
"-2038546902307346515","создание мобильных систем","6643951","305","3321975"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","1092639","321","546319"
"2469142237839591980","организацию антивирусной защиты","6797835","177","3398917"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8429783","120","2809927"
"-3680269178049521279","организация систем видеонаблюдения","7225256","162","3612628"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","7116990","232","3558495"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","899526","296","299842"
"251320525167778322","телефония","1047282","288","349094"
"-4590959470529102714","создание виртуального офиса","5329760","265","2664880"
"-6289304117607109823","организация резервного копирования","9276726","259","4638363"
"2965058785176708706","администрирование сетей и серверов","5301520","213","1767173"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","6968087","356","2322695"
"2994302052304582332","веб-разработка","119244","325","59622"
"-2038546902307346515","создание мобильных систем","7253594","78","2417864"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","5292148","235","2646074"
"2469142237839591980","организацию антивирусной защиты","9083300","219","3027766"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","3793192","236","1264397"
"-3680269178049521279","организация систем видеонаблюдения","7639959","171","2546653"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","6709362","161","3354681"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","5937654","147","2968827"
"251320525167778322","телефония","1235772","98","617886"
"-4590959470529102714","создание виртуального офиса","5857477","195","2928738"
"-6289304117607109823","организация резервного копирования","4061551","320","2030775"
"2965058785176708706","администрирование сетей и серверов","8710483","360","2903494"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7961147","299","3980573"
"2994302052304582332","веб-разработка","8736585","31","2912195"
"-2038546902307346515","создание мобильных систем","9236461","172","4618230"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6758707","333","3379353"
