"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6304098","63","3152049"
"2469142237839591980","организацию антивирусной защиты","7238700","32","2412900"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","9701930","114","4850965"
"-3680269178049521279","организация систем видеонаблюдения","3813100","221","1271033"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","4278428","347","1426142"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","3295720","258","1098573"
"251320525167778322","телефония","6688700","88","2229566"
"-4590959470529102714","создание виртуального офиса","5041580","119","2520790"
"-6289304117607109823","организация резервного копирования","4396060","133","2198030"
"2965058785176708706","администрирование сетей и серверов","6133912","189","3066956"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","8117724","156","2705908"
"2994302052304582332","веб-разработка","1562216","253","781108"
"-2038546902307346515","создание мобильных систем","7068711","260","3534355"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","1672511","206","836255"
"2469142237839591980","организацию антивирусной защиты","9911973","144","3303991"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8002927","24","4001463"
"-3680269178049521279","организация систем видеонаблюдения","6924490","153","3462245"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","2933753","97","1466876"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","463591","75","231795"
"251320525167778322","телефония","1408174","351","704087"
"-4590959470529102714","создание виртуального офиса","4870652","81","2435326"
"-6289304117607109823","организация резервного копирования","1531248","363","765624"
"2965058785176708706","администрирование сетей и серверов","5213207","15","1737735"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","5058299","221","1686099"
"2994302052304582332","веб-разработка","2064159","235","1032079"
"-2038546902307346515","создание мобильных систем","2933880","240","977960"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","3659527","275","1219842"
"2469142237839591980","организацию антивирусной защиты","7846622","131","3923311"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8300005","221","4150002"
"-3680269178049521279","организация систем видеонаблюдения","4782952","320","1594317"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","6467249","268","2155749"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","885757","149","295252"
"251320525167778322","телефония","1855375","193","927687"
"-4590959470529102714","создание виртуального офиса","2468652","63","822884"
"-6289304117607109823","организация резервного копирования","8505474","175","2835158"
"2965058785176708706","администрирование сетей и серверов","7755536","187","2585178"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","3830669","198","1276889"
"2994302052304582332","веб-разработка","7562977","53","3781488"
"-2038546902307346515","создание мобильных систем","3582539","33","1194179"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","3864848","332","1288282"
"2469142237839591980","организацию антивирусной защиты","3500013","153","1166671"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","1071352","154","357117"
"-3680269178049521279","организация систем видеонаблюдения","8700622","16","4350311"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","8734060","38","4367030"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","7453856","189","3726928"
"251320525167778322","телефония","6057515","121","3028757"
"-4590959470529102714","создание виртуального офиса","5606918","65","1868972"
"-6289304117607109823","организация резервного копирования","5743227","243","1914409"
"2965058785176708706","администрирование сетей и серверов","4300468","164","1433489"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","3082652","74","1027550"
"2994302052304582332","веб-разработка","5049246","340","2524623"
"-2038546902307346515","создание мобильных систем","2581932","53","1290966"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","3229178","299","1614589"
"2469142237839591980","организацию антивирусной защиты","826658","258","275552"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8990585","274","2996861"
"-3680269178049521279","организация систем видеонаблюдения","7493515","285","3746757"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","3932634","53","1310878"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","6427007","93","2142335"
"251320525167778322","телефония","7220028","325","3610014"
"-4590959470529102714","создание виртуального офиса","5823426","282","1941142"
"-6289304117607109823","организация резервного копирования","8886769","135","4443384"
"2965058785176708706","администрирование сетей и серверов","3480909","93","1160303"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","9781081","85","3260360"
"2994302052304582332","веб-разработка","9914044","312","4957022"
"-2038546902307346515","создание мобильных систем","7693288","79","2564429"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","7676918","46","3838459"
"2469142237839591980","организацию антивирусной защиты","1797849","180","599283"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","6057701","204","2019233"
"-3680269178049521279","организация систем видеонаблюдения","8417458","196","4208729"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","3065155","196","1021718"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","4345220","259","2172610"
"251320525167778322","телефония","3377805","131","1125935"
"-4590959470529102714","создание виртуального офиса","4788609","218","2394304"
"-6289304117607109823","организация резервного копирования","5383116","101","1794372"
"2965058785176708706","администрирование сетей и серверов","907600","362","302533"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","9010539","111","3003513"
"2994302052304582332","веб-разработка","3878694","57","1939347"
"-2038546902307346515","создание мобильных систем","1122927","211","374309"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6384100","279","2128033"
"2469142237839591980","организацию антивирусной защиты","120830","271","60415"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8216227","200","4108113"
"-3680269178049521279","организация систем видеонаблюдения","2184924","254","1092462"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","6362920","345","3181460"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","4481263","77","2240631"
"251320525167778322","телефония","6675887","238","2225295"
"-4590959470529102714","создание виртуального офиса","4034188","212","1344729"
"-6289304117607109823","организация резервного копирования","101483","83","33827"
"2965058785176708706","администрирование сетей и серверов","673778","311","224592"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7716613","346","3858306"
"2994302052304582332","веб-разработка","2455505","226","1227752"
"-2038546902307346515","создание мобильных систем","7641520","275","2547173"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","2717643","264","1358821"
"2469142237839591980","организацию антивирусной защиты","3532457","161","1766228"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","3120009","319","1040003"
"-3680269178049521279","организация систем видеонаблюдения","8788534","199","4394267"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","9988494","290","4994247"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","4251513","14","1417171"
"251320525167778322","телефония","7610316","229","3805158"
"-4590959470529102714","создание виртуального офиса","6454915","120","2151638"
"-6289304117607109823","организация резервного копирования","8430782","62","2810260"
"2965058785176708706","администрирование сетей и серверов","1247467","359","623733"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","3304165","35","1652082"
"2994302052304582332","веб-разработка","4879980","356","2439990"
"-2038546902307346515","создание мобильных систем","1114071","57","371357"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","659369","223","329684"
"2469142237839591980","организацию антивирусной защиты","926686","55","308895"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","7308292","297","3654146"
"-3680269178049521279","организация систем видеонаблюдения","9099464","238","3033154"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","606405","220","303202"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","6381683","297","2127227"
"251320525167778322","телефония","1419870","259","473290"
"-4590959470529102714","создание виртуального офиса","8754135","66","2918045"
"-6289304117607109823","организация резервного копирования","9603834","139","3201278"
"2965058785176708706","администрирование сетей и серверов","2492457","210","1246228"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","6005152","128","2001717"
"2994302052304582332","веб-разработка","8260969","65","4130484"
"-2038546902307346515","создание мобильных систем","6213858","84","2071286"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","9157527","173","4578763"
"2469142237839591980","организацию антивирусной защиты","5886342","251","1962114"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","9174201","162","3058067"
"-3680269178049521279","организация систем видеонаблюдения","779662","81","259887"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","4264098","329","2132049"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","8643696","131","2881232"
"251320525167778322","телефония","1871749","215","623916"
"-4590959470529102714","создание виртуального офиса","7581573","250","3790786"
"-6289304117607109823","организация резервного копирования","8730279","271","4365139"
"2965058785176708706","администрирование сетей и серверов","5858506","309","1952835"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","5615016","125","1871672"
"2994302052304582332","веб-разработка","8413275","123","4206637"
"-2038546902307346515","создание мобильных систем","691730","193","345865"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","1868950","92","934475"
"2469142237839591980","организацию антивирусной защиты","9268641","287","4634320"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","560749","106","280374"
"-3680269178049521279","организация систем видеонаблюдения","570603","116","285301"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","2717527","154","905842"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","9261363","77","3087121"
"251320525167778322","телефония","4448535","320","1482845"
"-4590959470529102714","создание виртуального офиса","8194000","325","2731333"
"-6289304117607109823","организация резервного копирования","8516508","195","2838836"
"2965058785176708706","администрирование сетей и серверов","3586502","197","1793251"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","3853234","27","1284411"
"2994302052304582332","веб-разработка","5555421","348","2777710"
"-2038546902307346515","создание мобильных систем","8987240","355","4493620"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","8076844","342","4038422"
"2469142237839591980","организацию антивирусной защиты","8967949","126","4483974"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8195112","180","4097556"
"-3680269178049521279","организация систем видеонаблюдения","2354522","114","784840"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","1062909","15","354303"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","1340679","362","670339"
"251320525167778322","телефония","8934665","320","2978221"
"-4590959470529102714","создание виртуального офиса","4208094","99","1402698"
"-6289304117607109823","организация резервного копирования","1093443","80","364481"
"2965058785176708706","администрирование сетей и серверов","3725095","309","1862547"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","3634230","59","1817115"
"2994302052304582332","веб-разработка","6711503","211","3355751"
"-2038546902307346515","создание мобильных систем","6778034","78","3389017"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","9685048","16","4842524"
"2469142237839591980","организацию антивирусной защиты","8155213","87","2718404"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","2665607","14","888535"
"-3680269178049521279","организация систем видеонаблюдения","7542031","203","2514010"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","6146980","322","2048993"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","8876907","61","4438453"
"251320525167778322","телефония","9524036","271","3174678"
"-4590959470529102714","создание виртуального офиса","5447953","214","1815984"
"-6289304117607109823","организация резервного копирования","5473931","43","2736965"
"2965058785176708706","администрирование сетей и серверов","7932346","257","3966173"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","2713433","31","904477"
"2994302052304582332","веб-разработка","1471013","340","490337"
"-2038546902307346515","создание мобильных систем","2511936","276","837312"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","5405286","290","2702643"
"2469142237839591980","организацию антивирусной защиты","1178830","14","589415"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","6496235","143","2165411"
"-3680269178049521279","организация систем видеонаблюдения","5096544","270","2548272"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","1015728","207","338576"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","9770741","49","4885370"
"251320525167778322","телефония","7719550","198","3859775"
"-4590959470529102714","создание виртуального офиса","3129296","119","1564648"
"-6289304117607109823","организация резервного копирования","1904124","161","634708"
"2965058785176708706","администрирование сетей и серверов","8387915","252","4193957"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","4336337","171","1445445"
"2994302052304582332","веб-разработка","155667","258","77833"
"-2038546902307346515","создание мобильных систем","8733221","210","4366610"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","3426790","49","1142263"
"2469142237839591980","организацию антивирусной защиты","2517269","347","1258634"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","3151781","34","1575890"
"-3680269178049521279","организация систем видеонаблюдения","5213809","328","2606904"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","1783607","49","594535"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","4756438","99","1585479"
"251320525167778322","телефония","360767","177","120255"
"-4590959470529102714","создание виртуального офиса","7497121","203","3748560"
"-6289304117607109823","организация резервного копирования","3888806","237","1944403"
"2965058785176708706","администрирование сетей и серверов","6353286","292","3176643"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","6950652","143","2316884"
"2994302052304582332","веб-разработка","4095075","212","1365025"
"-2038546902307346515","создание мобильных систем","7891730","118","3945865"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","8853657","361","2951219"
"2469142237839591980","организацию антивирусной защиты","4782901","230","1594300"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8052549","220","2684183"
"-3680269178049521279","организация систем видеонаблюдения","6822960","62","2274320"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","9378584","255","3126194"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","438918","28","146306"
"251320525167778322","телефония","385485","69","192742"
"-4590959470529102714","создание виртуального офиса","961818","218","320606"
"-6289304117607109823","организация резервного копирования","981764","329","490882"
"2965058785176708706","администрирование сетей и серверов","9514385","355","3171461"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","9211162","333","3070387"
"2994302052304582332","веб-разработка","704499","120","234833"
"-2038546902307346515","создание мобильных систем","2244855","111","748285"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","9237067","316","4618533"
"2469142237839591980","организацию антивирусной защиты","6282021","111","3141010"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","9457000","39","4728500"
"-3680269178049521279","организация систем видеонаблюдения","9370105","73","4685052"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","4489360","100","2244680"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","272531","132","136265"
"251320525167778322","телефония","3275346","260","1091782"
"-4590959470529102714","создание виртуального офиса","6132411","116","2044137"
"-6289304117607109823","организация резервного копирования","5839094","65","1946364"
"2965058785176708706","администрирование сетей и серверов","7171066","232","3585533"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","2542489","360","1271244"
"2994302052304582332","веб-разработка","9624436","119","3208145"
"-2038546902307346515","создание мобильных систем","9170111","87","4585055"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","9129421","104","4564710"
"2469142237839591980","организацию антивирусной защиты","6022386","345","2007462"
