"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","5241346","265","1747115"
"2469142237839591980","организацию антивирусной защиты","8830616","23","2943538"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","5645005","72","1881668"
"-3680269178049521279","организация систем видеонаблюдения","2451065","305","817021"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","1018589","77","509294"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","9032096","314","3010698"
"251320525167778322","телефония","2723712","260","907904"
"-4590959470529102714","создание виртуального офиса","1093489","217","364496"
"-6289304117607109823","организация резервного копирования","5370315","226","1790105"
"2965058785176708706","администрирование сетей и серверов","3043400","202","1521700"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","1561499","183","520499"
"2994302052304582332","веб-разработка","3665038","266","1221679"
"-2038546902307346515","создание мобильных систем","2607320","165","1303660"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","8148367","184","4074183"
"2469142237839591980","организацию антивирусной защиты","3529905","23","1176635"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","3173844","154","1586922"
"-3680269178049521279","организация систем видеонаблюдения","6147324","74","2049108"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","2211559","121","737186"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","3606333","288","1202111"
"251320525167778322","телефония","5087519","312","1695839"
"-4590959470529102714","создание виртуального офиса","1944150","172","648050"
"-6289304117607109823","организация резервного копирования","7703269","250","3851634"
"2965058785176708706","администрирование сетей и серверов","3335271","311","1667635"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7652324","59","3826162"
"2994302052304582332","веб-разработка","4446274","289","1482091"
"-2038546902307346515","создание мобильных систем","8726968","273","4363484"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","1741583","66","580527"
"2469142237839591980","организацию антивирусной защиты","358741","338","179370"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","4350486","274","1450162"
"-3680269178049521279","организация систем видеонаблюдения","723318","122","361659"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","8949306","19","4474653"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","6786212","146","2262070"
"251320525167778322","телефония","4062751","125","2031375"
"-4590959470529102714","создание виртуального офиса","572082","225","190694"
"-6289304117607109823","организация резервного копирования","3896342","72","1948171"
"2965058785176708706","администрирование сетей и серверов","7188255","21","3594127"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","5376434","274","1792144"
"2994302052304582332","веб-разработка","2271594","320","1135797"
"-2038546902307346515","создание мобильных систем","4535243","261","2267621"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","7746617","358","2582205"
"2469142237839591980","организацию антивирусной защиты","7100017","308","2366672"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8568829","145","4284414"
"-3680269178049521279","организация систем видеонаблюдения","1392351","188","696175"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","2459370","351","1229685"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","3997245","282","1998622"
"251320525167778322","телефония","939130","164","313043"
"-4590959470529102714","создание виртуального офиса","889382","240","444691"
"-6289304117607109823","организация резервного копирования","4244236","116","2122118"
"2965058785176708706","администрирование сетей и серверов","9844850","86","3281616"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","2330291","226","1165145"
"2994302052304582332","веб-разработка","9425349","206","3141783"
"-2038546902307346515","создание мобильных систем","2717126","240","1358563"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","7925988","134","3962994"
"2469142237839591980","организацию антивирусной защиты","3671024","121","1835512"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","1951489","235","650496"
"-3680269178049521279","организация систем видеонаблюдения","3793830","292","1896915"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","7702100","135","3851050"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","8465600","319","2821866"
"251320525167778322","телефония","3477257","109","1159085"
"-4590959470529102714","создание виртуального офиса","7116231","85","2372077"
"-6289304117607109823","организация резервного копирования","4824591","46","2412295"
"2965058785176708706","администрирование сетей и серверов","3436715","152","1718357"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","9540797","275","3180265"
"2994302052304582332","веб-разработка","1978803","201","659601"
"-2038546902307346515","создание мобильных систем","4098563","258","2049281"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","4168003","282","1389334"
"2469142237839591980","организацию антивирусной защиты","4955097","312","1651699"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","4642689","157","2321344"
"-3680269178049521279","организация систем видеонаблюдения","1630910","36","815455"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","1715704","145","571901"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","2362722","138","1181361"
"251320525167778322","телефония","4198047","101","1399349"
"-4590959470529102714","создание виртуального офиса","5577669","87","2788834"
"-6289304117607109823","организация резервного копирования","564458","333","188152"
"2965058785176708706","администрирование сетей и серверов","1085611","205","361870"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","6125771","325","2041923"
"2994302052304582332","веб-разработка","4991789","256","1663929"
"-2038546902307346515","создание мобильных систем","5067161","347","2533580"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","951332","28","317110"
"2469142237839591980","организацию антивирусной защиты","3278459","345","1092819"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","3444410","343","1148136"
"-3680269178049521279","организация систем видеонаблюдения","4113721","16","1371240"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","7447040","25","3723520"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","4817949","151","2408974"
"251320525167778322","телефония","907410","169","302470"
"-4590959470529102714","создание виртуального офиса","4311266","75","2155633"
"-6289304117607109823","организация резервного копирования","113762","162","56881"
"2965058785176708706","администрирование сетей и серверов","9184152","166","4592076"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","2430173","276","810057"
"2994302052304582332","веб-разработка","6226115","115","2075371"
"-2038546902307346515","создание мобильных систем","3541572","61","1180524"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","8889809","176","2963269"
"2469142237839591980","организацию антивирусной защиты","7036828","307","3518414"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","1803382","238","601127"
"-3680269178049521279","организация систем видеонаблюдения","3956675","301","1318891"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","9495946","87","4747973"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","1308290","207","654145"
"251320525167778322","телефония","1120239","231","560119"
"-4590959470529102714","создание виртуального офиса","8494890","282","4247445"
"-6289304117607109823","организация резервного копирования","9805604","244","3268534"
"2965058785176708706","администрирование сетей и серверов","7490899","83","3745449"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","375694","146","187847"
"2994302052304582332","веб-разработка","5895833","60","1965277"
"-2038546902307346515","создание мобильных систем","114854","143","38284"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","5557304","187","1852434"
"2469142237839591980","организацию антивирусной защиты","9144020","63","3048006"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","770865","253","385432"
"-3680269178049521279","организация систем видеонаблюдения","6096054","262","2032018"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","5201596","195","2600798"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","6535250","124","3267625"
"251320525167778322","телефония","621215","112","310607"
"-4590959470529102714","создание виртуального офиса","7830275","216","2610091"
"-6289304117607109823","организация резервного копирования","5235079","167","2617539"
"2965058785176708706","администрирование сетей и серверов","6112060","250","2037353"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","9713475","179","4856737"
"2994302052304582332","веб-разработка","7025093","293","3512546"
"-2038546902307346515","создание мобильных систем","9352468","35","3117489"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","3929981","287","1964990"
"2469142237839591980","организацию антивирусной защиты","7759805","47","3879902"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","9732060","241","3244020"
"-3680269178049521279","организация систем видеонаблюдения","4481712","102","2240856"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","9977604","133","4988802"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","3485907","191","1742953"
"251320525167778322","телефония","9682934","167","4841467"
"-4590959470529102714","создание виртуального офиса","5093234","209","2546617"
"-6289304117607109823","организация резервного копирования","6398620","326","2132873"
"2965058785176708706","администрирование сетей и серверов","4014592","126","2007296"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","4253773","288","2126886"
"2994302052304582332","веб-разработка","3689393","352","1844696"
"-2038546902307346515","создание мобильных систем","6125498","341","2041832"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","1507420","56","502473"
"2469142237839591980","организацию антивирусной защиты","1495660","155","498553"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","3050311","281","1016770"
"-3680269178049521279","организация систем видеонаблюдения","248207","341","124103"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","6052836","347","2017612"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","9994129","42","3331376"
"251320525167778322","телефония","606336","37","202112"
"-4590959470529102714","создание виртуального офиса","6761661","190","2253887"
"-6289304117607109823","организация резервного копирования","2629702","270","876567"
"2965058785176708706","администрирование сетей и серверов","8095310","328","2698436"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7336702","275","2445567"
"2994302052304582332","веб-разработка","7546983","162","3773491"
"-2038546902307346515","создание мобильных систем","7529420","122","3764710"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","9635082","238","3211694"
"2469142237839591980","организацию антивирусной защиты","3765229","184","1882614"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","1082368","23","360789"
"-3680269178049521279","организация систем видеонаблюдения","8271874","282","2757291"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","869669","302","434834"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","6237118","323","2079039"
"251320525167778322","телефония","7305574","90","3652787"
"-4590959470529102714","создание виртуального офиса","7504517","231","3752258"
"-6289304117607109823","организация резервного копирования","1494200","26","498066"
"2965058785176708706","администрирование сетей и серверов","8476962","142","4238481"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","8499047","276","4249523"
"2994302052304582332","веб-разработка","5899274","250","1966424"
"-2038546902307346515","создание мобильных систем","8371418","192","2790472"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","3551493","293","1775746"
"2469142237839591980","организацию антивирусной защиты","5539713","56","1846571"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","5487625","203","2743812"
"-3680269178049521279","организация систем видеонаблюдения","9916544","147","3305514"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","5480708","351","1826902"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","8734280","226","2911426"
"251320525167778322","телефония","9468612","121","4734306"
"-4590959470529102714","создание виртуального офиса","7128828","240","3564414"
"-6289304117607109823","организация резервного копирования","5641164","93","1880388"
"2965058785176708706","администрирование сетей и серверов","388544","152","129514"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","1709239","84","854619"
"2994302052304582332","веб-разработка","5360390","359","2680195"
"-2038546902307346515","создание мобильных систем","3087313","216","1543656"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","5860107","319","1953369"
"2469142237839591980","организацию антивирусной защиты","9943390","112","4971695"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","9930808","114","3310269"
"-3680269178049521279","организация систем видеонаблюдения","4027335","327","1342445"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","8891836","170","2963945"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","3115357","168","1557678"
"251320525167778322","телефония","1342546","175","671273"
"-4590959470529102714","создание виртуального офиса","3303233","129","1101077"
"-6289304117607109823","организация резервного копирования","6933226","137","3466613"
"2965058785176708706","администрирование сетей и серверов","6957104","66","2319034"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","973694","325","324564"
"2994302052304582332","веб-разработка","804068","337","268022"
"-2038546902307346515","создание мобильных систем","112864","237","37621"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","7876496","180","3938248"
"2469142237839591980","организацию антивирусной защиты","5171791","272","2585895"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","9365574","155","3121858"
"-3680269178049521279","организация систем видеонаблюдения","6247281","97","2082427"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","9668223","146","4834111"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","8176899","345","2725633"
"251320525167778322","телефония","4130248","363","1376749"
"-4590959470529102714","создание виртуального офиса","9025001","300","4512500"
"-6289304117607109823","организация резервного копирования","4928560","54","2464280"
"2965058785176708706","администрирование сетей и серверов","2337191","19","779063"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","3106766","86","1035588"
"2994302052304582332","веб-разработка","2960126","225","1480063"
"-2038546902307346515","создание мобильных систем","7147446","249","2382482"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","4990137","99","1663379"
"2469142237839591980","организацию антивирусной защиты","6680055","126","3340027"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","7771781","127","2590593"
"-3680269178049521279","организация систем видеонаблюдения","7552135","142","3776067"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","5046088","124","2523044"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","6023261","351","2007753"
"251320525167778322","телефония","5555522","40","1851840"
"-4590959470529102714","создание виртуального офиса","6787564","194","2262521"
"-6289304117607109823","организация резервного копирования","4081719","344","1360573"
"2965058785176708706","администрирование сетей и серверов","615371","198","205123"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","5537207","81","1845735"
"2994302052304582332","веб-разработка","8865448","249","2955149"
"-2038546902307346515","создание мобильных систем","2951457","308","983819"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","8595510","154","4297755"
"2469142237839591980","организацию антивирусной защиты","9483069","164","3161023"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","4084002","292","1361334"
"-3680269178049521279","организация систем видеонаблюдения","6632247","18","3316123"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","192601","141","64200"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","3805841","344","1268613"
"251320525167778322","телефония","1671249","92","557083"
"-4590959470529102714","создание виртуального офиса","3161349","323","1580674"
"-6289304117607109823","организация резервного копирования","2743377","318","914459"
"2965058785176708706","администрирование сетей и серверов","7508677","290","2502892"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","9587364","161","3195788"
"2994302052304582332","веб-разработка","6977458","196","3488729"
"-2038546902307346515","создание мобильных систем","5858097","237","2929048"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6718103","14","3359051"
"2469142237839591980","организацию антивирусной защиты","8833451","280","4416725"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","7356518","96","2452172"
"-3680269178049521279","организация систем видеонаблюдения","6375907","301","2125302"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","377215","325","188607"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","3660933","287","1830466"
"251320525167778322","телефония","5661670","15","2830835"
"-4590959470529102714","создание виртуального офиса","1725916","114","575305"
"-6289304117607109823","организация резервного копирования","2918146","245","972715"
"2965058785176708706","администрирование сетей и серверов","1574983","155","787491"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","2933530","349","1466765"
"2994302052304582332","веб-разработка","395995","26","131998"
"-2038546902307346515","создание мобильных систем","2146180","30","1073090"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","4772357","150","1590785"
"2469142237839591980","организацию антивирусной защиты","2284336","316","761445"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","787198","114","262399"
"-3680269178049521279","организация систем видеонаблюдения","3442170","111","1147390"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","7848704","55","3924352"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","8490490","227","4245245"
"251320525167778322","телефония","2147392","262","1073696"
"-4590959470529102714","создание виртуального офиса","1614269","72","538089"
"-6289304117607109823","организация резервного копирования","5709580","163","1903193"
"2965058785176708706","администрирование сетей и серверов","8775602","111","2925200"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","6438035","70","2146011"
"2994302052304582332","веб-разработка","5173947","206","2586973"
"-2038546902307346515","создание мобильных систем","7977405","248","3988702"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","3437725","287","1145908"
"2469142237839591980","организацию антивирусной защиты","6538422","119","2179474"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8982023","221","4491011"
"-3680269178049521279","организация систем видеонаблюдения","5886253","117","2943126"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","1168301","279","584150"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","9118547","194","3039515"
"251320525167778322","телефония","9921009","180","3307003"
"-4590959470529102714","создание виртуального офиса","2742861","65","1371430"
"-6289304117607109823","организация резервного копирования","9666401","335","4833200"
"2965058785176708706","администрирование сетей и серверов","6504824","91","3252412"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","2364496","275","1182248"
"2994302052304582332","веб-разработка","6051654","96","2017218"
"-2038546902307346515","создание мобильных систем","7087015","339","3543507"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","8782095","225","4391047"
"2469142237839591980","организацию антивирусной защиты","1079195","200","359731"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","8832650","196","2944216"
"-3680269178049521279","организация систем видеонаблюдения","3263554","204","1631777"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","5977052","208","1992350"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","319479","201","159739"
"251320525167778322","телефония","6131420","241","3065710"
"-4590959470529102714","создание виртуального офиса","9903654","120","4951827"
"-6289304117607109823","организация резервного копирования","7457107","217","2485702"
"2965058785176708706","администрирование сетей и серверов","9874411","297","3291470"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","1659033","213","553011"
"2994302052304582332","веб-разработка","3433888","105","1716944"
"-2038546902307346515","создание мобильных систем","217684","208","72561"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","5277359","15","1759119"
"2469142237839591980","организацию антивирусной защиты","7156001","266","3578000"
"2616570928961448323","решения касающиеся сетевой безопасности и отражения угроз","3067667","141","1533833"
"-3680269178049521279","организация систем видеонаблюдения","1433572","204","477857"
"2516008887899560551","построение и обслуживание структурированных кабельных систем (СКС)","3322531","244","1661265"
"-7969534644400923505","создание и поддержка интеллектуальных медиасистем","4521510","62","1507170"
"251320525167778322","телефония","5374813","31","2687406"
"-4590959470529102714","создание виртуального офиса","2053417","40","684472"
"-6289304117607109823","организация резервного копирования","2781596","61","927198"
"2965058785176708706","администрирование сетей и серверов","6574192","167","2191397"
"2848109590184005075","техническая поддержка рабочих станций и ИТ сервисов","7510520","259","3755260"
"2994302052304582332","веб-разработка","9149121","139","3049707"
"-2038546902307346515","создание мобильных систем","8408665","363","2802888"
"-8328464258147580553","создание и обслуживание систем контроля доступа к портам и устройствам","6784266","361","3392133"
