"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"1","веб-разработка","3961378","186","1980689"
"1","создание мобильных систем","1179222","165","393074"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","4457286","354","1485762"
"1","организацию антивирусной защиты","2312832","217","1156416"
"1","решения касающиеся сетевой безопасности и отражения угроз","7273185","175","2424395"
"1","организация систем видеонаблюдения","4761816","80","1587272"
"1","построение и обслуживание структурированных кабельных систем (СКС)","6908422","242","2302807"
"1","создание и поддержка интеллектуальных медиасистем","2298285","186","1149142"
"1","телефония","4087954","65","2043977"
"1","создание виртуального офиса","1945853","212","972926"
"1","организация резервного копирования","8600397","85","2866799"
"1","администрирование сетей и серверов","9444585","308","3148195"
"1","техническая поддержка рабочих станций и ИТ сервисов","814884","163","407442"
"1","веб-разработка","2019254","130","673084"
"1","создание мобильных систем","4805833","273","2402916"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","8467370","28","4233685"
"1","организацию антивирусной защиты","7361331","232","2453777"
"1","решения касающиеся сетевой безопасности и отражения угроз","5649618","43","1883206"
"1","организация систем видеонаблюдения","6877218","285","2292406"
"1","построение и обслуживание структурированных кабельных систем (СКС)","802380","362","401190"
"1","создание и поддержка интеллектуальных медиасистем","2986339","60","995446"
"1","телефония","5339944","351","2669972"
"1","создание виртуального офиса","9810762","329","4905381"
"1","организация резервного копирования","3942630","33","1314210"
"1","администрирование сетей и серверов","6947146","58","2315715"
"1","техническая поддержка рабочих станций и ИТ сервисов","871937","107","290645"
"1","веб-разработка","2557813","126","852604"
"1","создание мобильных систем","8994457","65","4497228"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1051291","56","350430"
"1","организацию антивирусной защиты","5769458","273","1923152"
"1","решения касающиеся сетевой безопасности и отражения угроз","3749272","22","1249757"
"1","организация систем видеонаблюдения","281473","65","140736"
"1","построение и обслуживание структурированных кабельных систем (СКС)","4381904","287","1460634"
"1","создание и поддержка интеллектуальных медиасистем","942471","333","471235"
"1","телефония","8112925","280","4056462"
"1","создание виртуального офиса","1301518","122","433839"
"1","организация резервного копирования","3340819","63","1670409"
"1","администрирование сетей и серверов","2656124","63","1328062"
"1","техническая поддержка рабочих станций и ИТ сервисов","3526688","335","1763344"
"1","веб-разработка","7337516","138","3668758"
"1","создание мобильных систем","3055657","169","1018552"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","8240388","286","4120194"
"1","организацию антивирусной защиты","2998794","37","999598"
"1","решения касающиеся сетевой безопасности и отражения угроз","1735102","317","867551"
"1","организация систем видеонаблюдения","6558780","33","3279390"
"1","построение и обслуживание структурированных кабельных систем (СКС)","2213645","18","737881"
"1","создание и поддержка интеллектуальных медиасистем","9540487","103","4770243"
"1","телефония","8343145","250","4171572"
"1","создание виртуального офиса","6951907","181","2317302"
"1","организация резервного копирования","1225275","61","408425"
"1","администрирование сетей и серверов","9544838","219","3181612"
"1","техническая поддержка рабочих станций и ИТ сервисов","5610700","45","2805350"
"1","веб-разработка","6977808","223","3488904"
"1","создание мобильных систем","4978416","268","2489208"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1781228","16","593742"
"1","организацию антивирусной защиты","1133326","256","566663"
"1","решения касающиеся сетевой безопасности и отражения угроз","2682421","54","894140"
"1","организация систем видеонаблюдения","4585357","212","1528452"
"1","построение и обслуживание структурированных кабельных систем (СКС)","1434965","22","717482"
"1","создание и поддержка интеллектуальных медиасистем","2532848","102","844282"
"1","телефония","9300564","118","4650282"
"1","создание виртуального офиса","258578","195","86192"
"1","организация резервного копирования","6412905","235","3206452"
"1","администрирование сетей и серверов","5187777","88","1729259"
"1","техническая поддержка рабочих станций и ИТ сервисов","5686850","316","2843425"
"1","веб-разработка","1881633","335","940816"
"1","создание мобильных систем","8503255","257","4251627"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1502992","14","500997"
"1","организацию антивирусной защиты","5992855","19","2996427"
"1","решения касающиеся сетевой безопасности и отражения угроз","3904737","25","1952368"
"1","организация систем видеонаблюдения","2551825","262","1275912"
"1","построение и обслуживание структурированных кабельных систем (СКС)","9581884","113","4790942"
"1","создание и поддержка интеллектуальных медиасистем","3056821","265","1018940"
"1","телефония","5863070","94","1954356"
"1","создание виртуального офиса","4073187","363","1357729"
"1","организация резервного копирования","2846024","102","1423012"
"1","администрирование сетей и серверов","632691","241","316345"
"1","техническая поддержка рабочих станций и ИТ сервисов","7117550","232","3558775"
"1","веб-разработка","5006225","190","2503112"
"1","создание мобильных систем","4558186","278","1519395"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","8286341","257","2762113"
"1","организацию антивирусной защиты","8896847","38","2965615"
"1","решения касающиеся сетевой безопасности и отражения угроз","9536524","147","4768262"
"1","организация систем видеонаблюдения","3671970","95","1223990"
"1","построение и обслуживание структурированных кабельных систем (СКС)","5558473","43","2779236"
"1","создание и поддержка интеллектуальных медиасистем","8683435","343","2894478"
"1","телефония","6233808","294","3116904"
"1","создание виртуального офиса","2952456","104","1476228"
"1","организация резервного копирования","3456112","72","1152037"
"1","администрирование сетей и серверов","9136989","183","4568494"
"1","техническая поддержка рабочих станций и ИТ сервисов","4414077","107","2207038"
"1","веб-разработка","9135550","340","4567775"
"1","создание мобильных систем","9701382","203","4850691"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","2609102","140","869700"
"1","организацию антивирусной защиты","8275312","231","2758437"
"1","решения касающиеся сетевой безопасности и отражения угроз","7045700","102","3522850"
"1","организация систем видеонаблюдения","7911873","197","3955936"
"1","построение и обслуживание структурированных кабельных систем (СКС)","6159864","127","3079932"
"1","создание и поддержка интеллектуальных медиасистем","7611262","148","2537087"
"1","телефония","9365707","270","4682853"
"1","создание виртуального офиса","8751586","362","4375793"
"1","организация резервного копирования","8757420","191","4378710"
"1","администрирование сетей и серверов","9330988","16","4665494"
"1","техническая поддержка рабочих станций и ИТ сервисов","3278465","202","1092821"
"1","веб-разработка","9098507","62","3032835"
"1","создание мобильных систем","4593646","99","2296823"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","8162638","235","2720879"
"1","организацию антивирусной защиты","597387","112","298693"
"1","решения касающиеся сетевой безопасности и отражения угроз","1256574","129","628287"
"1","организация систем видеонаблюдения","4862622","186","1620874"
"1","построение и обслуживание структурированных кабельных систем (СКС)","6903738","186","2301246"
"1","создание и поддержка интеллектуальных медиасистем","364785","76","182392"
"1","телефония","2004077","271","668025"
"1","создание виртуального офиса","133554","133","44518"
"1","организация резервного копирования","8881224","288","4440612"
"1","администрирование сетей и серверов","2652402","252","1326201"
"1","техническая поддержка рабочих станций и ИТ сервисов","3766339","29","1883169"
"1","веб-разработка","9028798","160","4514399"
"1","создание мобильных систем","2619369","214","873123"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","6832825","361","3416412"
"1","организацию антивирусной защиты","6190605","73","3095302"
"1","решения касающиеся сетевой безопасности и отражения угроз","5547574","336","2773787"
"1","организация систем видеонаблюдения","5931008","255","1977002"
"1","построение и обслуживание структурированных кабельных систем (СКС)","7124903","159","2374967"
"1","создание и поддержка интеллектуальных медиасистем","1014247","311","338082"
"1","телефония","5026762","298","1675587"
"1","создание виртуального офиса","776161","211","258720"
"1","организация резервного копирования","3807120","177","1903560"
"1","администрирование сетей и серверов","1905631","192","952815"
"1","техническая поддержка рабочих станций и ИТ сервисов","1297840","125","432613"
"1","веб-разработка","9878341","311","4939170"
"1","создание мобильных систем","7175650","44","2391883"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","7152936","44","2384312"
"1","организацию антивирусной защиты","2513792","158","1256896"
"1","решения касающиеся сетевой безопасности и отражения угроз","9382119","280","4691059"
"1","организация систем видеонаблюдения","193119","237","64373"
"1","построение и обслуживание структурированных кабельных систем (СКС)","1558814","270","519604"
"1","создание и поддержка интеллектуальных медиасистем","5658968","298","2829484"
"1","телефония","2442142","98","814047"
"1","создание виртуального офиса","5067564","77","2533782"
"1","организация резервного копирования","5939632","184","1979877"
"1","администрирование сетей и серверов","636832","251","318416"
"1","техническая поддержка рабочих станций и ИТ сервисов","3790648","170","1895324"
"1","веб-разработка","9171841","79","4585920"
"1","создание мобильных систем","7570991","82","3785495"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","4088968","145","1362989"
"1","организацию антивирусной защиты","5117679","219","1705893"
"1","решения касающиеся сетевой безопасности и отражения угроз","5004961","170","1668320"
"1","организация систем видеонаблюдения","7621201","28","2540400"
"1","построение и обслуживание структурированных кабельных систем (СКС)","2175757","252","725252"
"1","создание и поддержка интеллектуальных медиасистем","2367274","262","1183637"
"1","телефония","4265284","319","1421761"
"1","создание виртуального офиса","8224450","135","2741483"
"1","организация резервного копирования","5422810","98","2711405"
"1","администрирование сетей и серверов","9603443","278","3201147"
"1","техническая поддержка рабочих станций и ИТ сервисов","7905008","275","3952504"
"1","веб-разработка","6707465","342","2235821"
"1","создание мобильных систем","8170123","323","4085061"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","7384944","111","2461648"
"1","организацию антивирусной защиты","1279815","141","639907"
"1","решения касающиеся сетевой безопасности и отражения угроз","2907442","110","1453721"
"1","организация систем видеонаблюдения","2375597","103","1187798"
"1","построение и обслуживание структурированных кабельных систем (СКС)","1989664","111","994832"
"1","создание и поддержка интеллектуальных медиасистем","628537","237","209512"
"1","телефония","1165565","16","388521"
"1","создание виртуального офиса","2171810","135","1085905"
"1","организация резервного копирования","9564725","176","3188241"
"1","администрирование сетей и серверов","6154393","295","3077196"
"1","техническая поддержка рабочих станций и ИТ сервисов","8755650","110","2918550"
"1","веб-разработка","6689248","212","3344624"
"1","создание мобильных систем","1270152","351","635076"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","9239085","221","4619542"
"1","организацию антивирусной защиты","3709790","108","1854895"
"1","решения касающиеся сетевой безопасности и отражения угроз","3416089","221","1138696"
"1","организация систем видеонаблюдения","4936093","102","2468046"
"1","построение и обслуживание структурированных кабельных систем (СКС)","641280","364","213760"
"1","создание и поддержка интеллектуальных медиасистем","5888703","337","1962901"
"1","телефония","6920469","198","2306823"
"1","создание виртуального офиса","7044212","211","2348070"
"1","организация резервного копирования","8553970","359","4276985"
"1","администрирование сетей и серверов","6503305","206","2167768"
"1","техническая поддержка рабочих станций и ИТ сервисов","3615035","180","1205011"
"1","веб-разработка","4288233","362","1429411"
"1","создание мобильных систем","5709359","126","2854679"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1017698","63","339232"
"1","организацию антивирусной защиты","3832143","84","1916071"
"1","решения касающиеся сетевой безопасности и отражения угроз","2274761","58","758253"
"1","организация систем видеонаблюдения","8103100","22","4051550"
"1","построение и обслуживание структурированных кабельных систем (СКС)","5070976","205","2535488"
"1","создание и поддержка интеллектуальных медиасистем","408245","254","204122"
"1","телефония","5712753","179","1904251"
"1","создание виртуального офиса","4024685","25","1341561"
"1","организация резервного копирования","1538093","142","769046"
"1","администрирование сетей и серверов","3432180","89","1144060"
"1","техническая поддержка рабочих станций и ИТ сервисов","8210852","168","4105426"
"1","веб-разработка","4791220","250","2395610"
"1","создание мобильных систем","4335284","25","1445094"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1269845","348","634922"
"1","организацию антивирусной защиты","1675721","240","837860"
"1","решения касающиеся сетевой безопасности и отражения угроз","3100917","213","1033639"
"1","организация систем видеонаблюдения","7562155","282","2520718"
"1","построение и обслуживание структурированных кабельных систем (СКС)","3671178","120","1835589"
"1","создание и поддержка интеллектуальных медиасистем","653247","30","326623"
"1","телефония","5416309","100","2708154"
"1","создание виртуального офиса","562108","117","281054"
"1","организация резервного копирования","2148812","69","1074406"
"1","администрирование сетей и серверов","2399678","271","799892"
"1","техническая поддержка рабочих станций и ИТ сервисов","8558000","193","2852666"
"1","веб-разработка","8549842","14","4274921"
"1","создание мобильных систем","5088189","223","1696063"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","6619564","173","3309782"
"1","организацию антивирусной защиты","2954313","55","1477156"
"1","решения касающиеся сетевой безопасности и отражения угроз","8209980","42","2736660"
"1","организация систем видеонаблюдения","8158893","263","2719631"
"1","построение и обслуживание структурированных кабельных систем (СКС)","5925944","349","1975314"
"1","создание и поддержка интеллектуальных медиасистем","8060028","266","4030014"
"1","телефония","2787393","60","1393696"
"1","создание виртуального офиса","9835191","125","3278397"
"1","организация резервного копирования","315158","326","105052"
"1","администрирование сетей и серверов","570032","214","285016"
"1","техническая поддержка рабочих станций и ИТ сервисов","1991105","43","663701"
"1","веб-разработка","4425483","16","1475161"
"1","создание мобильных систем","5248248","224","1749416"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1181064","242","590532"
"1","организацию антивирусной защиты","5840228","32","1946742"
"1","решения касающиеся сетевой безопасности и отражения угроз","1833927","273","611309"
"1","организация систем видеонаблюдения","144709","302","72354"
"1","построение и обслуживание структурированных кабельных систем (СКС)","348856","70","116285"
"1","создание и поддержка интеллектуальных медиасистем","9798497","328","4899248"
"1","телефония","4747838","155","2373919"
"1","создание виртуального офиса","1615928","100","538642"
"1","организация резервного копирования","2919381","165","973127"
"1","администрирование сетей и серверов","2294253","359","764751"
"1","техническая поддержка рабочих станций и ИТ сервисов","7501371","210","2500457"
"1","веб-разработка","4181112","68","1393704"
"1","создание мобильных систем","8582533","317","4291266"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1531486","82","510495"
"1","организацию антивирусной защиты","8189374","333","2729791"
"1","решения касающиеся сетевой безопасности и отражения угроз","6699855","222","3349927"
"1","организация систем видеонаблюдения","3909526","144","1954763"
"1","построение и обслуживание структурированных кабельных систем (СКС)","669754","136","223251"
"1","создание и поддержка интеллектуальных медиасистем","5193508","86","2596754"
"1","телефония","4738346","274","2369173"
"1","создание виртуального офиса","6374602","282","3187301"
"1","организация резервного копирования","1715745","147","857872"
"1","администрирование сетей и серверов","174118","120","87059"
"1","техническая поддержка рабочих станций и ИТ сервисов","9261004","116","3087001"
"1","веб-разработка","761552","58","380776"
"1","создание мобильных систем","4489876","341","2244938"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","4066840","38","1355613"
"1","организацию антивирусной защиты","6262095","204","2087365"
"1","решения касающиеся сетевой безопасности и отражения угроз","7756526","46","2585508"
"1","организация систем видеонаблюдения","2404160","190","1202080"
"1","построение и обслуживание структурированных кабельных систем (СКС)","4557394","287","2278697"
"1","создание и поддержка интеллектуальных медиасистем","5506808","207","1835602"
"1","телефония","5136154","115","1712051"
"1","создание виртуального офиса","1318923","228","439641"
"1","организация резервного копирования","2785931","100","928643"
"1","администрирование сетей и серверов","520917","45","260458"
"1","техническая поддержка рабочих станций и ИТ сервисов","3888456","72","1944228"
"1","веб-разработка","6702714","29","2234238"
"1","создание мобильных систем","4051104","141","1350368"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","161494","266","80747"
"1","организацию антивирусной защиты","5233182","96","1744394"
"1","решения касающиеся сетевой безопасности и отражения угроз","9212156","168","3070718"
"1","организация систем видеонаблюдения","8853013","259","2951004"
"1","построение и обслуживание структурированных кабельных систем (СКС)","6678662","185","3339331"
"1","создание и поддержка интеллектуальных медиасистем","7645315","28","3822657"
"1","телефония","2006327","204","668775"
"1","создание виртуального офиса","7880722","239","2626907"
"1","организация резервного копирования","4973956","17","1657985"
"1","администрирование сетей и серверов","1384469","297","461489"
"1","техническая поддержка рабочих станций и ИТ сервисов","5566061","76","2783030"
"1","веб-разработка","8680687","252","2893562"
"1","создание мобильных систем","7139298","176","2379766"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","5689530","17","1896510"
"1","организацию антивирусной защиты","9865098","231","4932549"
"1","решения касающиеся сетевой безопасности и отражения угроз","326698","97","108899"
"1","организация систем видеонаблюдения","8981849","120","2993949"
"1","построение и обслуживание структурированных кабельных систем (СКС)","3473679","17","1157893"
"1","создание и поддержка интеллектуальных медиасистем","3520653","164","1760326"
"1","телефония","3569973","188","1189991"
"1","создание виртуального офиса","2199751","239","1099875"
"1","организация резервного копирования","2486908","260","828969"
"1","администрирование сетей и серверов","4690833","114","2345416"
"1","техническая поддержка рабочих станций и ИТ сервисов","769997","294","384998"
"1","веб-разработка","1824007","237","912003"
"1","создание мобильных систем","8371624","88","2790541"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","5297238","310","2648619"
"1","организацию антивирусной защиты","8424708","331","2808236"
"1","решения касающиеся сетевой безопасности и отражения угроз","7416491","263","3708245"
"1","организация систем видеонаблюдения","2121033","167","1060516"
"1","построение и обслуживание структурированных кабельных систем (СКС)","7894193","228","2631397"
"1","создание и поддержка интеллектуальных медиасистем","1836864","101","612288"
"1","телефония","5024215","26","1674738"
"1","создание виртуального офиса","7285427","124","2428475"
"1","организация резервного копирования","3126701","256","1563350"
"1","администрирование сетей и серверов","6430269","150","2143423"
"1","техническая поддержка рабочих станций и ИТ сервисов","3910237","135","1303412"
"1","веб-разработка","8639474","230","2879824"
"1","создание мобильных систем","9864604","74","4932302"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","2105997","30","1052998"
"1","организацию антивирусной защиты","8445905","98","2815301"
"1","решения касающиеся сетевой безопасности и отражения угроз","4566227","301","1522075"
"1","организация систем видеонаблюдения","2398302","292","1199151"
"1","построение и обслуживание структурированных кабельных систем (СКС)","1661696","291","553898"
"1","создание и поддержка интеллектуальных медиасистем","806409","284","403204"
"1","телефония","2827004","345","1413502"
"1","создание виртуального офиса","6183244","125","2061081"
"1","организация резервного копирования","9985663","318","3328554"
"1","администрирование сетей и серверов","8073363","277","4036681"
"1","техническая поддержка рабочих станций и ИТ сервисов","2968540","284","1484270"
"1","веб-разработка","8320834","259","4160417"
"1","создание мобильных систем","921457","163","307152"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","1161459","183","580729"
"1","организацию антивирусной защиты","4402941","318","1467647"
"1","решения касающиеся сетевой безопасности и отражения угроз","6018631","14","2006210"
"1","организация систем видеонаблюдения","1953793","111","651264"
"1","построение и обслуживание структурированных кабельных систем (СКС)","6793079","335","3396539"
"1","создание и поддержка интеллектуальных медиасистем","6423510","215","3211755"
"1","телефония","1304666","109","434888"
"1","создание виртуального офиса","3692407","234","1846203"
"1","организация резервного копирования","5345656","317","2672828"
"1","администрирование сетей и серверов","6774717","169","2258239"
"1","техническая поддержка рабочих станций и ИТ сервисов","5130906","15","1710302"
"1","веб-разработка","9992610","90","4996305"
"1","создание мобильных систем","9314895","276","4657447"
"1","создание и обслуживание систем контроля доступа к портам и устройствам","7585178","68","3792589"
"1","организацию антивирусной защиты","3137874","331","1568937"
"1","решения касающиеся сетевой безопасности и отражения угроз","8130231","106","2710077"
"1","организация систем видеонаблюдения","9604722","145","3201574"
"1","построение и обслуживание структурированных кабельных систем (СКС)","9900054","350","4950027"
"1","создание и поддержка интеллектуальных медиасистем","1732640","95","866320"
"1","телефония","1303795","34","651897"
"1","создание виртуального офиса","8196266","234","4098133"
"1","организация резервного копирования","8794546","203","4397273"
"1","администрирование сетей и серверов","7600705","264","3800352"
"1","техническая поддержка рабочих станций и ИТ сервисов","4618652","130","2309326"
"1","веб-разработка","3584594","181","1194864"
"1","создание мобильных систем","1062836","337","354278"
